industry_title,industry,occupation_title,occupation,occupation_based_setting
"Accounting, tax preparation, bookkeeping, and payroll services",7280,"Child, family, and school social workers",2011,Other schools
Computer systems design and related services ,7380,"Child, family, and school social workers",2011,Other schools
Veterinary services ,7480,"Child, family, and school social workers",2011,Other schools
Management of companies and enterprises ,7570,"Child, family, and school social workers",2011,Other schools
Investigation and security services ,7680,"Child, family, and school social workers",2011,Other schools
Services to buildings and dwellings (except cleaning during construction and immediately after construction) ,7690,"Child, family, and school social workers",2011,Other schools
Landscaping services,7770,"Child, family, and school social workers",2011,Other schools
Waste management and remediation services ,7790,"Child, family, and school social workers",2011,Other schools
Offices of physicians ,7970,"Child, family, and school social workers",2011,Other schools
Offices of dentists ,7980,"Child, family, and school social workers",2011,Other schools
Offices of chiropractors ,7990,"Child, family, and school social workers",2011,Other schools
Offices of optometrists ,8070,"Child, family, and school social workers",2011,Other schools
Offices of other health practitioners  ,8080,"Child, family, and school social workers",2011,Other schools
Outpatient care centers ,8090,"Child, family, and school social workers",2011,Other schools
Home health care services ,8170,"Child, family, and school social workers",2011,Other schools
Other health care services ,8180,"Child, family, and school social workers",2011,Other schools
"General medical and surgical hospitals, and specialty (except psychiatric and substance abuse) hospitals",8191,"Child, family, and school social workers",2011,Other schools
Psychiatric and substance abuse hospitals,8192,"Child, family, and school social workers",2011,Other schools
Nursing care facilities (skilled nursing facilities),8270,"Child, family, and school social workers",2011,Other schools
"Residential care facilities, except skilled nursing facilities",8290,"Child, family, and school social workers",2011,Other schools
Individual and family services ,8370,"Child, family, and school social workers",2011,Other schools
"Community food and housing, and emergency services ",8380,"Child, family, and school social workers",2011,Other schools
Vocational rehabilitation services ,8390,"Child, family, and school social workers",2011,Other schools
Traveler accommodation ,8660,"Child, family, and school social workers",2011,Other schools
Restaurants and other food services ,8680,"Child, family, and school social workers",2011,Other schools
Automotive repair and maintenance ,8770,"Child, family, and school social workers",2011,Other schools
Electronic and precision equipment repair and maintenance,8790,"Child, family, and school social workers",2011,Other schools
Commercial and industrial machinery and equipment repair and maintenance,8870,"Child, family, and school social workers",2011,Other schools
Drycleaning and laundry services ,9070,"Child, family, and school social workers",2011,Other schools
"Funeral homes, and cemeteries and crematories ",9080,"Child, family, and school social workers",2011,Other schools
Religious organizations ,9160,"Child, family, and school social workers",2011,Other schools
Private households ,9290,"Child, family, and school social workers",2011,Other schools
Executive offices and legislative bodies ,9370,"Child, family, and school social workers",2011,Other schools
Public finance activities ,9380,"Child, family, and school social workers",2011,Other schools
Other general government and support ,9390,"Child, family, and school social workers",2011,Other schools
"Justice, public order, and safety activities ",9470,"Child, family, and school social workers",2011,Other schools
Administration of human resource programs  ,9480,"Child, family, and school social workers",2011,Other schools
Administration of environmental quality and housing programs ,9490,"Child, family, and school social workers",2011,Other schools
Administration of economic programs and space research,9570,"Child, family, and school social workers",2011,Other schools
National security and international affairs ,9590,"Child, family, and school social workers",2011,Other schools
Crop production  ,170,Healthcare social workers,2012,Social service
Animal production and aquaculture,180,Healthcare social workers,2012,Social service
Forestry except logging ,190,Healthcare social workers,2012,Social service
Logging ,270,Healthcare social workers,2012,Social service
"Fishing, hunting and trapping ",280,Healthcare social workers,2012,Social service
Support activities for agriculture and forestry ,290,Healthcare social workers,2012,Social service
Oil and gas extraction ,370,Healthcare social workers,2012,Social service
Coal mining ,380,Healthcare social workers,2012,Social service
Metal ore mining ,390,Healthcare social workers,2012,Social service
Nonmetallic mineral mining and quarrying ,470,Healthcare social workers,2012,Social service
Not specified type of mining,480,Healthcare social workers,2012,Social service
Support activities for mining ,490,Healthcare social workers,2012,Social service
Construction (the cleaning of buildings and dwellings is incidental during construction and immediately after construction),770,Healthcare social workers,2012,Social service
"Animal food, grain and oilseed milling ",1070,Healthcare social workers,2012,Social service
Sugar and confectionery products ,1080,Healthcare social workers,2012,Social service
Fruit and vegetable preserving and specialty food manufacturing              ,1090,Healthcare social workers,2012,Social service
Dairy product manufacturing,1170,Healthcare social workers,2012,Social service
Animal slaughtering and processing ,1180,Healthcare social workers,2012,Social service
Retail bakeries ,1190,Healthcare social workers,2012,Social service
"Bakeries and tortilla manufacturing, except retail bakeries ",1270,Healthcare social workers,2012,Social service
"Seafood and other miscellaneous foods, n.e.c. ",1280,Healthcare social workers,2012,Social service
Not specified food industries,1290,Healthcare social workers,2012,Social service
Beverage manufacturing,1370,Healthcare social workers,2012,Social service
"Pulp, paper, and paperboard mills ",1870,Healthcare social workers,2012,Social service
Paperboard container manufacturing,1880,Healthcare social workers,2012,Social service
Miscellaneous paper and pulp products  ,1890,Healthcare social workers,2012,Social service
